id,package,scope,file,line,suite,title,modifier,conditional_or_parameterized,status,swift_tests,review_note,upstream_sha
JS-154,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,160,connection,should close on upgradeError if closing is deferred,,True,focused-regression,SocketNativeEngineTest.testCloseDeferredDuringUpgradeResumesOverPollingOnUpgradeError,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-155,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,179,connection,should not send packets if closing is deferred,,True,focused-regression,SocketPollingCloseTest.testCloseIsDeferredWhileUpgradeIsPaused,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-156,engine.io-client,runtime-declaration,packages/engine.io-client/test/connection.js,197,connection,should send all buffered packets if closing is deferred,,True,focused-regression,SocketPollingCloseTest.testCloseWaitsForInFlightPostAndCompletesPendingWritesOnce; SocketNativeEngineTest.testCloseDeferredDuringUpgradeFlushesOverWebSocketAfterUpgrade,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-177,engine.io-client,runtime-declaration,packages/engine.io-client/test/node.js,45,node.js,should merge binary packets according to maxPayload value,,False,candidate-existing-test,SocketEngineTest; SocketMaxPayloadE2ETest; max-payload-proof.mjs,Existing byte-budget/oversized-single-packet tests are relevant; complete binary/UTF-8 parameter expansion is not certified here.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-178,engine.io-client,runtime-declaration,packages/engine.io-client/test/node.js,65,node.js,should send cookies with withCredentials: true,,False,focused-regression,EngineRemainingParityE2ETest.testServerCookiesSentWhenEnabled; EngineRemainingParityE2ETest.testCookiesSurvivePollingToWebSocketUpgrade; SocketRemainingParityTest.testEnabledCredentialsUsePrivateStoreAndSurviveReconnect,Remaining-client review: Server-set cookies are sent on subsequent polling POSTs and on the WebSocket upgrade only when enabled. The isolated jar survives reconnect and is not shared with another engine or the application jar. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-179,engine.io-client,runtime-declaration,packages/engine.io-client/test/node.js,89,node.js,should not send cookies with withCredentials: false,,False,focused-regression,EngineRemainingParityE2ETest.testServerCookiesNotSentWhenDisabled; EngineRemainingParityE2ETest.testDisabledCookiesStayDisabledDuringUpgrade; SocketRemainingParityTest.testDisabledCredentialsNeverReadStoredCookiesForWebSocket; SocketRemainingParityTest.testExplicitCookieHeaderRemainsExplicitWhenCredentialsDisabled,"Remaining-client review: Disabled credentials do not resend server cookies in polling or the WebSocket upgrade, and do not read a pre-populated engine jar. Explicit application Cookie headers remain explicit. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-180,engine.io-client,runtime-declaration,packages/engine.io-client/test/node.js,113,cookie parsing,should parse a simple set-cookie header,,False,focused-regression,SocketRemainingParityTest.testSimpleNativeCookieParsing,Remaining-client review: Foundation parses the upstream simple foo=bar cookie into the same name and value. The native cookie object and browser CORS semantics are not claimed to be identical to the Node CookieJar. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-182,engine.io-client,runtime-declaration,packages/engine.io-client/test/node.js,133,cookie parsing,should parse a weird but valid cookie,,False,focused-regression,SocketRemainingParityTest.testCookieValueContainingEqualsAndAmpersands,"Remaining-client review: Foundation preserves the entire upstream cookie value bar=bar&foo=foo&John=Doe&Doe=John, including equals signs and ampersands. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-184,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,17,Socket > filterUpgrades,should return only available transports,,False,focused-regression,SocketNativeEngineTest.testPollingOnlyFiltersWebSocketUpgradeAndPreservesCallerTransportList,Configured polling-only operation rejects an advertised WebSocket upgrade. Native filtering regression; no claim of identical internal filter API.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-185,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,26,Socket,should not mutate the caller's transports option,,False,focused-regression,SocketNativeEngineTest.testPollingOnlyFiltersWebSocketUpgradeAndPreservesCallerTransportList,"Swift value-semantic transport list stays unchanged in the polling-only scenario; upstream also constructs the reversed two-transport list, still to be audited.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-187,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,52,Socket,should connect with the 2nd transport if tryAllTransports is `true` (polling),,False,focused-regression,SocketNativeEngineTest.testRejectedWebSocketFallsBackToPollingWithoutIntermediateError,"Injected failed WebSocket opening falls back to a URLProtocol polling handshake, with one open and no intermediate error/close. Real-server scenario still to be compared.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-188,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,72,Socket,should connect with the 2nd transport if tryAllTransports is `true` (websocket),,False,focused-regression,SocketNativeEngineTest.testRejectedPollingFallsBackToWebSocketWithoutIntermediateError,"URLProtocol polling HTTP 403 falls back to an injected WebSocket handshake, with one open and no intermediate error/close. Real-server scenario still to be compared.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-189,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,92,Socket,should not connect with the 2nd transport if tryAllTransports is `false`,,False,focused-regression,SocketNativeEngineTest.testFallbackDisabledStopsAtFirstFailure,Disabling fallback emits one terminal error/close and never creates the second transport; native HTTP error representation differs from XHR/Fetch.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-194,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,187,Socket > close,provides details when maxHttpBufferSize is reached (polling),,False,focused-regression,EngineRemainingParityE2ETest.testOversizePollingReports413AndCloseDetail,Remaining-client review: A 101-byte payload against maxHttpBufferSize=100 produces polling write error HTTP 413 and a transport error close carrying structured detail. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-195,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,214,Socket > close,provides details when maxHttpBufferSize is reached (websocket),,False,focused-regression,EngineRemainingParityE2ETest.testOversizeWebSocketReports1009AndCloseDetail; SocketRemainingParityTest.testCloseDetailIncludesPeerCodeEvenWithReceiveError,Remaining-client review: A 101-byte WebSocket payload against maxHttpBufferSize=100 closes with peer code 1009. A simultaneous receive error must not erase the peer close code or turn it into a generic error close. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-196,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,236,Socket > close,provides details when the session ID is unknown (polling),,False,focused-regression,EngineRemainingParityE2ETest.testUnknownSIDPollingReports400BodyAndCloseDetail,"Remaining-client review: An actual stale-SID polling GET reports HTTP 400 and the exact Session ID unknown JSON body, followed by one detailed transport error close. Native contract/adaptation only; see RemainingClientParity.md.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-197,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,265,Socket > close,provides details when the session ID is unknown (websocket),,False,focused-regression,EngineRemainingParityE2ETest.testUnknownSIDWebSocketReportsErrorAndCloseDetail,Remaining-client review: An actual stale-SID WebSocket handshake fails and closes with native transport detail. URLSession need not expose the HTTP rejection status; no fabricated XHR or CloseEvent object is claimed. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-198,engine.io-client,runtime-declaration,packages/engine.io-client/test/socket.js,288,Socket > throttled timer,checks the state of the timer,,False,focused-regression,SocketNativeEngineTest.testApplicationTrafficCannotRefreshTheServerHeartbeatDeadline; SocketRetrySafetyTest.testExpiredHeartbeatBuffersInsteadOfSendingOnTheStaleConnection,Monotonic ping-only deadline and delayed-timer emit buffering explicitly tested; not an entire browser suspension trace.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-199,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,10,Transport > rememberUpgrade,should remember websocket connection,,False,focused-regression,SocketNativeEngineTest.testRememberUpgradeStartsNextEngineWithSuccessfulWebSocket,A successful direct WebSocket opening seeds shared upgrade memory and makes the next engine start with WebSocket. Original polling-to-WebSocket upgrade scenario still to be compared.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-200,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,33,Transport > rememberUpgrade,should not remember websocket connection,,False,focused-regression,SocketNativeEngineTest.testRememberUpgradeDisabledStillStartsWithPolling,After a successful WebSocket opening the default configuration starts with polling; original explicitly-false option after upgrade still to be compared.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-209,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,145,Transport > transport uris,should generate a timestamped uri,,False,candidate-existing-test,SocketEngineTest; SocketNativeEngineTest,Timestamp/header assertions exist; not a certification of every upstream URI variant.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-214,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,201,Transport > transport uris,should timestamp ws uris,,False,candidate-existing-test,SocketEngineTest; SocketNativeEngineTest,Timestamp/header assertions exist; not a certification of every upstream URI variant.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-219,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,272,Transport > options > for extraHeaders,should correctly set them for WebSockets,,True,candidate-existing-test,SocketEngineTest; SocketNativeEngineTest,Timestamp/header assertions exist; not a certification of every upstream URI variant.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-220,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,285,Transport > options > for extraHeaders,should correctly set them for XMLHttpRequest,,True,focused-regression,EngineRemainingParityE2ETest.testExtraHeadersReachPollingGETAndPOST,Remaining-client review: A custom extraHeaders value reaches both actual polling GET and POST requests. URLSession replaces browser/Node XMLHttpRequest; browser CORS/preflight is not implemented by this native test. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-223,engine.io-client,runtime-declaration,packages/engine.io-client/test/transport.js,348,Transport > options,should accept an `extraHeaders` option for XMLHttpRequest in browser,,False,focused-regression,EngineRemainingParityE2ETest.testExtraHeadersReachPollingGETAndPOST,Remaining-client review: A custom extraHeaders value reaches both actual polling GET and POST requests. URLSession replaces browser/Node XMLHttpRequest; browser CORS/preflight is not implemented by this native test. Native contract/adaptation only; see RemainingClientParity.md.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-271,socket.io-parser,runtime-declaration,packages/socket.io-parser/test/parser.js,160,socket.io-parser,throw an error upon parsing error,,False,focused-regression,SocketProtocolSafetyTest.testTruncatedAndOverflowingHeadersAreRejectedWithoutTrapping (every input of the JS case); testPayloadLessEventAndAckDecodeAsEmptyData; scripts/test-parser-safety.sh,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-273,socket.io-parser,runtime-declaration,packages/socket.io-parser/test/parser.js,213,socket.io-parser,should ensure that a packet is valid,,False,focused-regression,SocketProtocolSafetyTest; SocketNativeEngineTest; scripts/test-parser-safety.sh,Related malformed-input/reserved-event invariants explicitly asserted. Swift rejects some inputs earlier and enforces extra limits; not literal test transplantation.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-283,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/index.ts,17,engine.io-parser > single packet,should encode/decode a string,,False,focused-regression,SocketEnginePacketCodecTest.testEncodeDecodeAString,"Ported 2026-09-18 (round 2): the ""4test"" frame, encoded and decoded.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-284,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/index.ts,26,engine.io-parser > single packet,should fail to decode a malformed packet,,False,focused-regression,SocketEnginePacketCodecTest.testFailToDecodeAMalformedPacket,"Ported 2026-09-18 (round 2): """" and ""a123"" are reported as an error and close the engine, like decodePacket -> _onError -> _onClose.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-285,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/index.ts,39,engine.io-parser > payload,should encode/decode all packet types,,False,focused-regression,SocketEnginePacketCodecTest.testEncodeAllPacketTypesIntoOnePayload; SocketEnginePacketCodecTest.testDecodeEveryPacketTypeOfAPayload; SocketEnginePacketCodecTest.testCloseInsideAPayloadEndsTheSession,"Ported 2026-09-18 (round 2): the exact 0-1-2probe-3probe-4test payload (record separator U+001E) on the encode side; on the decode side Swift dispatches as it decodes, so a CLOSE inside a payload ends the session and is asserted separately.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-286,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/index.ts,54,engine.io-parser > payload,should fail to decode a malformed payload,,False,focused-regression,SocketEngineTest.testEngineDoesErrorOnUnknownMessage; SocketEngineTest.testEngineClosesOnEveryMalformedEnginePayload,Ported 2026-09-18 (council follow-up): scenario asserted by the named Swift test; see ProtocolParityReview.md section 7.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-302,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/node.ts,15,engine.io-parser (node.js only) > single packet,should encode/decode a Buffer,,False,focused-regression,SocketEnginePacketCodecTest.testEncodeDecodeABuffer,Ported 2026-09-18 (round 2): binary goes out unprefixed over WebSocket and decodes back to the same bytes.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-303,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/node.ts,27,engine.io-parser (node.js only) > single packet,should encode/decode a Buffer as base64,,False,focused-regression,SocketEnginePacketCodecTest.testEncodeDecodeABufferAsBase64,"Ported 2026-09-18 (round 2): polling encodes ""b"" + base64 (""bAQIDBA=="") and decodes it back.",aaf2af36ec8ad05910f357a788e0e358bad32738
JS-308,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/node.ts,89,engine.io-parser (node.js only) > single packet,should decode an ArrayBuffer as ArrayBuffer,,False,focused-regression,SocketEnginePacketCodecTest.testDecodeBinaryAsData,Ported 2026-09-18 (round 2): this client has one binary representation (Data); the bytes arrive unchanged and are not read as text.,aaf2af36ec8ad05910f357a788e0e358bad32738
JS-309,engine.io-parser,runtime-declaration,packages/engine.io-parser/test/node.ts,99,engine.io-parser (node.js only) > payload,should encode/decode a string + Buffer payload,,False,focused-regression,SocketEnginePacketCodecTest.testEncodeDecodeAStringPlusBufferPayload,"Ported 2026-09-18 (round 2): the exact 4test + record separator + bAQIDBA== payload, both directions.",aaf2af36ec8ad05910f357a788e0e358bad32738
